// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B4245A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw
60538		9.742956	-0.110599	0.728517	-0.009767	0.017363	0.000634	0.436790	-0.550260	-0.398399	-0.589667	-8.023120	-85.540950	-99.518742
60539		9.768952	-0.110966	0.707300	-0.011682	0.011281	0.001751	0.436777	-0.550233	-0.398386	-0.589710	-7.973064	-85.536911	-99.571258
60540		9.765038	-0.116555	0.757007	-0.014484	0.016024	0.001920	0.436753	-0.550227	-0.398332	-0.589770	-7.951962	-85.531392	-99.600072
60541		9.742623	-0.111442	0.732835	-0.015987	0.017552	0.003484	0.436746	-0.550195	-0.398288	-0.589835	-7.910837	-85.523653	-99.646104
60542		9.744412	-0.109223	0.710254	-0.013020	0.015852	0.003495	0.436757	-0.550139	-0.398296	-0.589874	-7.844191	-85.517954	-99.710634
60543		9.740456	-0.114994	0.760168	-0.013020	0.015852	0.003495	0.436755	-0.550105	-0.398265	-0.589928	-7.803425	-85.511173	-99.754601
60544		9.769087	-0.091492	0.741917	-0.014627	0.014419	0.003355	0.436757	-0.550076	-0.398249	-0.589964	-7.770293	-85.506371	-99.788935
60545		9.744782	-0.089094	0.741698	-0.014627	0.014419	0.003355	0.436747	-0.550049	-0.398217	-0.590018	-7.731069	-85.500412	-99.832277
60546		9.744666	-0.089531	0.743161	-0.013020	0.015852	0.003496	0.436704	-0.550054	-0.398146	-0.590093	-7.708683	-85.494789	-99.865877
60547		9.720374	-0.087115	0.742777	-0.013350	0.009765	0.003135	0.436688	-0.550038	-0.398128	-0.590132	-7.671869	-85.491487	-99.906070
60548		9.720303	-0.087670	0.743640	-0.016604	0.008252	0.005992	0.436646	-0.550058	-0.398083	-0.590175	-7.661744	-85.489939	-99.924872
60549		9.717590	-0.112483	0.741685	-0.016439	0.011296	0.006174	0.436633	-0.550050	-0.398044	-0.590218	-7.647162	-85.485534	-99.944539
60550		9.719469	-0.110414	0.718208	-0.015267	0.003682	0.004246	0.436596	-0.550069	-0.398030	-0.590237	-7.632658	-85.486726	-99.964190
60551		9.722063	-0.086847	0.721595	-0.015102	0.006726	0.004428	0.436573	-0.550068	-0.398010	-0.590269	-7.609201	-85.485051	-99.991990
60552		9.720078	-0.090156	0.746273	-0.016853	0.003686	0.005720	0.436587	-0.550039	-0.398057	-0.590254	-7.571196	-85.486043	-100.023849
60553		9.717401	-0.114938	0.743784	-0.016770	0.005208	0.005811	0.436560	-0.550049	-0.398032	-0.590282	-7.560083	-85.485124	-100.040222
60554		9.743499	-0.115840	0.721638	-0.018439	0.003691	0.007194	0.436547	-0.550068	-0.398017	-0.590283	-7.575426	-85.486111	-100.027641
60555		9.772930	-0.071258	0.729577	-0.013638	0.006552	0.006005	0.436531	-0.550068	-0.397998	-0.590308	-7.562645	-85.484416	-100.043885
60556		9.722521	-0.068761	0.751453	-0.017698	0.013163	0.001644	0.436510	-0.550042	-0.397984	-0.590358	-7.503823	-85.480348	-100.106182
60557		9.745927	-0.093508	0.727170	-0.022539	0.011654	0.005973	0.436480	-0.550046	-0.397927	-0.590414	-7.491128	-85.475756	-100.127455
60558		9.748481	-0.070086	0.731219	-0.022478	0.011740	0.004448	0.436459	-0.550042	-0.397893	-0.590457	-7.470512	-85.472331	-100.153504
60559		9.722237	-0.070630	0.754951	-0.017882	0.012907	0.006219	0.436445	-0.550032	-0.397847	-0.590507	-7.455814	-85.467008	-100.174106
60560		9.722135	-0.071363	0.756185	-0.014832	0.012728	0.006322	0.436401	-0.550053	-0.397773	-0.590569	-7.454087	-85.462898	-100.187464
60561		9.719401	-0.095943	0.754326	-0.011763	0.009763	0.001666	0.436385	-0.550031	-0.397764	-0.590609	-7.406329	-85.459699	-100.237716
60562		9.677486	-0.122175	0.600538	-0.001587	0.000004	0.001473	0.436367	-0.550035	-0.397793	-0.590598	-7.382464	-85.463204	-100.260525
60563		9.606298	-0.070786	0.649539	0.013516	-0.006723	-0.002955	0.436374	-0.549997	-0.397907	-0.590551	-7.302355	-85.469707	-100.328697
60564		9.639708	-0.076467	0.872659	-0.003240	-0.008523	-0.008280	0.436314	-0.550005	-0.397986	-0.590535	-7.215471	-85.478777	-100.413954
60565		9.737086	-0.127550	0.800661	-0.025676	0.006089	-0.000598	0.436245	-0.550019	-0.397950	-0.590597	-7.162770	-85.477814	-100.477155
60566		9.757367	-0.079341	0.586414	-0.038412	0.003246	0.007954	0.436128	-0.550101	-0.397848	-0.590676	-7.164123	-85.478847	-100.497759
60567		9.678908	-0.080301	0.653782	-0.039240	-0.007752	0.013403	0.436036	-0.550214	-0.397764	-0.590696	-7.232418	-85.484750	-100.447387
60568		9.741038	-0.125420	0.751410	-0.030217	-0.012683	0.010383	0.435977	-0.550302	-0.397756	-0.590662	-7.284450	-85.494780	-100.402318
60569		9.674391	-0.109762	0.673217	-0.025059	-0.002300	0.011191	0.435928	-0.550363	-0.397708	-0.590674	-7.323918	-85.497738	-100.372708
60570		9.632616	-0.075673	0.623945	-0.017912	-0.010446	0.012504	0.435875	-0.550448	-0.397690	-0.590646	-7.381430	-85.506326	-100.322574
60571		9.699377	-0.093857	0.700244	-0.008784	-0.012421	0.011193	0.435851	-0.550504	-0.397712	-0.590597	-7.421267	-85.515032	-100.283241
60572		9.719052	-0.124491	0.721544	-0.001309	-0.018697	0.006499	0.435800	-0.550570	-0.397770	-0.590534	-7.431839	-85.528750	-100.272358
60573		9.792454	-0.112456	0.751879	0.004958	-0.016015	0.006890	0.435793	-0.550598	-0.397852	-0.590458	-7.436190	-85.539817	-100.260723
60574		9.825977	-0.061945	0.709627	0.008336	-0.014325	0.000987	0.435781	-0.550604	-0.397964	-0.590385	-7.394187	-85.551445	-100.293054
60575		9.750826	-0.077216	0.700635	0.011820	-0.009679	-0.003205	0.435776	-0.550578	-0.398080	-0.590334	-7.314680	-85.559654	-100.361586
60576		9.770473	-0.106715	0.722586	0.008732	-0.008150	-0.000164	0.435755	-0.550573	-0.398170	-0.590294	-7.251583	-85.567830	-100.417952
60577		9.749007	-0.079827	0.723160	0.007085	-0.008234	0.002835	0.435758	-0.550565	-0.398253	-0.590244	-7.217303	-85.574771	-100.443842
60578		9.773242	-0.083165	0.724110	0.005545	-0.005361	0.007545	0.435768	-0.550573	-0.398307	-0.590192	-7.224196	-85.580847	-100.430703
60579		9.777881	-0.057158	0.702375	0.005424	-0.005535	0.010595	0.435795	-0.550577	-0.398357	-0.590135	-7.245388	-85.585696	-100.401908
60580		9.728796	-0.073482	0.671484	0.007131	-0.005365	0.006071	0.435826	-0.550552	-0.398455	-0.590069	-7.219111	-85.591811	-100.415417
60581		9.724954	-0.079780	0.719385	0.008558	-0.004194	0.010789	0.435865	-0.550545	-0.398511	-0.590009	-7.238733	-85.595884	-100.386395
60582		9.724226	-0.101885	0.691943	0.001198	-0.001959	0.006056	0.435859	-0.550551	-0.398547	-0.589984	-7.228457	-85.600116	-100.393812
60583		9.704660	-0.072871	0.668850	0.002518	-0.003745	0.009063	0.435876	-0.550553	-0.398589	-0.589941	-7.238424	-85.604060	-100.377945
60584		9.728864	-0.076551	0.670165	0.004188	-0.002227	0.007682	0.435886	-0.550557	-0.398630	-0.589902	-7.242701	-85.608342	-100.368656
60585		9.726941	-0.080026	0.694125	0.007238	-0.002408	0.007782	0.435915	-0.550541	-0.398687	-0.589857	-7.239267	-85.611619	-100.363515
60586		9.753066	-0.081021	0.671384	0.007201	-0.001060	0.010925	0.435963	-0.550522	-0.398751	-0.589796	-7.251570	-85.614971	-100.340044
60587		9.753080	-0.081884	0.671083	0.002494	-0.005180	0.007446	0.435973	-0.550524	-0.398801	-0.589753	-7.250983	-85.619849	-100.334774
60588		9.751173	-0.085354	0.694835	0.002578	-0.003658	0.007539	0.435988	-0.550516	-0.398865	-0.589706	-7.237605	-85.624909	-100.340368
60589		9.751942	-0.064752	0.721770	0.002747	-0.000614	0.007724	0.436009	-0.550505	-0.398905	-0.589675	-7.234616	-85.627173	-100.337361
60590		9.773442	-0.092392	0.720283	0.002723	-0.002050	0.006107	0.436040	-0.550482	-0.398980	-0.589621	-7.218319	-85.631447	-100.343027
60591		9.776157	-0.068954	0.722894	0.000969	-0.005088	0.007396	0.436046	-0.550488	-0.399025	-0.589581	-7.218115	-85.636279	-100.338248
60592		9.773481	-0.093762	0.719589	0.001138	-0.002045	0.007581	0.436104	-0.550445	-0.399126	-0.589510	-7.198674	-85.640389	-100.341901
60593		9.776188	-0.070253	0.722344	0.005834	-0.002146	0.004682	0.436121	-0.550426	-0.399186	-0.589475	-7.172626	-85.643744	-100.360242
60594		9.757030	-0.080982	0.620771	0.007153	-0.003931	0.007689	0.436123	-0.550444	-0.399220	-0.589433	-7.190731	-85.649043	-100.338677
60595		9.774708	-0.013106	0.851325	-0.005277	-0.006331	0.008628	0.436113	-0.550469	-0.399246	-0.589400	-7.204488	-85.654495	-100.323482
60596		9.725900	-0.069486	0.742906	-0.013324	0.013999	0.009533	0.436091	-0.550473	-0.399185	-0.589453	-7.202709	-85.649359	-100.333377
60597		9.735480	-0.057077	0.622818	-0.015746	0.003007	0.016457	0.436094	-0.550509	-0.399138	-0.589449	-7.272129	-85.648939	-100.268374
60598		9.728882	-0.088202	0.668468	-0.000375	0.002265	0.013909	0.436102	-0.550525	-0.399133	-0.589432	-7.306755	-85.650163	-100.233608
60599		9.727311	-0.132012	0.614138	0.020840	-0.003410	0.011283	0.436177	-0.550490	-0.399222	-0.589349	-7.322728	-85.653761	-100.201187
60600		9.694294	-0.122460	0.759849	0.015754	-0.012265	0.010576	0.436214	-0.550487	-0.399332	-0.589250	-7.330216	-85.663471	-100.179167
60601		9.740007	-0.153269	0.759174	0.002346	-0.006788	0.008878	0.436225	-0.550497	-0.399381	-0.589200	-7.342122	-85.669164	-100.161451
60602		9.698241	-0.118850	0.710000	-0.005315	-0.004979	0.011771	0.436221	-0.550527	-0.399402	-0.589160	-7.374546	-85.674656	-100.127425
60603		9.723250	-0.101632	0.738174	-0.008450	-0.006317	0.011578	0.436211	-0.550565	-0.399410	-0.589126	-7.412587	-85.679882	-100.089703
60604		9.779034	-0.058004	0.722457	-0.010156	-0.006484	0.016103	0.436217	-0.550605	-0.399426	-0.589073	-7.473901	-85.685870	-100.026317
60605		9.779072	-0.059640	0.721800	-0.004057	-0.006852	0.016302	0.436232	-0.550644	-0.399436	-0.589019	-7.545776	-85.691042	-99.952139
60606		9.779091	-0.061053	0.721434	-0.002008	-0.000599	0.012149	0.436257	-0.550648	-0.399466	-0.588977	-7.572917	-85.693984	-99.919598
60607		9.750237	-0.086066	0.741079	0.001188	0.000824	0.010817	0.436285	-0.550642	-0.399489	-0.588946	-7.592882	-85.695205	-99.894464
60608		9.777135	-0.065840	0.745865	0.001481	0.004040	0.007953	0.436325	-0.550601	-0.399549	-0.588914	-7.566146	-85.695779	-99.911164
60609		9.793870	-0.120697	0.766109	-0.001750	0.003966	0.012428	0.436356	-0.550595	-0.399552	-0.588894	-7.596774	-85.695094	-99.877024
60610		9.747384	-0.113424	0.739132	-0.004921	0.003979	0.015378	0.436379	-0.550619	-0.399529	-0.588871	-7.666927	-85.695216	-99.806966
60611		9.773441	-0.115178	0.717013	-0.010934	0.005872	0.015271	0.436397	-0.550633	-0.399494	-0.588868	-7.722308	-85.693227	-99.753279
60612		9.753877	-0.087108	0.694831	-0.010969	0.007220	0.018414	0.436362	-0.550708	-0.399381	-0.588901	-7.821828	-85.691265	-99.668499
60613		9.730460	-0.064628	0.721023	-0.015570	0.006064	0.016646	0.436372	-0.550735	-0.399328	-0.588904	-7.889922	-85.689049	-99.604729
60614		9.749074	-0.117537	0.717089	-0.011229	0.002655	0.018135	0.436387	-0.550766	-0.399299	-0.588883	-7.963553	-85.689614	-99.532421
60615		9.710908	-0.038368	0.698885	-0.008119	0.002555	0.016710	0.436411	-0.550787	-0.399275	-0.588862	-8.031482	-85.689373	-99.464536
60616		9.727586	-0.094017	0.718951	-0.009705	0.002562	0.018185	0.436426	-0.550821	-0.399244	-0.588840	-8.110874	-85.689978	-99.386819
60617		9.730326	-0.071774	0.722158	-0.005130	0.002282	0.018335	0.436462	-0.550840	-0.399225	-0.588809	-8.189613	-85.689748	-99.306375
60618		9.729457	-0.094678	0.695235	-0.006473	0.002636	0.013711	0.436515	-0.550821	-0.399263	-0.588762	-8.218097	-85.690633	-99.268731
60619		9.755552	-0.096346	0.672754	-0.008233	-0.000400	0.014999	0.436527	-0.550848	-0.399250	-0.588737	-8.276431	-85.692188	-99.210531
60620		9.754436	-0.079270	0.724196	-0.006473	0.002636	0.013711	0.436500	-0.550899	-0.399196	-0.588745	-8.334128	-85.693111	-99.161044
60621		9.753574	-0.102010	0.697054	-0.005271	-0.002110	0.015005	0.436517	-0.550924	-0.399195	-0.588709	-8.392804	-85.695627	-99.100800
60622		9.730244	-0.079071	0.722498	-0.006587	-0.000320	0.011999	0.436498	-0.550967	-0.399171	-0.588700	-8.438938	-85.698352	-99.059068
60623		9.732172	-0.077515	0.698358	-0.006499	0.001202	0.012093	0.436509	-0.550979	-0.399168	-0.588682	-8.472793	-85.699230	-99.024423
60624		9.726570	-0.126868	0.692346	-0.008199	-0.001747	0.011855	0.436494	-0.551020	-0.399155	-0.588664	-8.517424	-85.702760	-98.982737
60625		9.756353	-0.082942	0.699591	-0.006850	-0.004884	0.011718	0.436491	-0.551051	-0.399165	-0.588631	-8.555617	-85.707115	-98.943943
60626		9.729393	-0.105268	0.694597	-0.008348	-0.003355	0.013286	0.436507	-0.551066	-0.399194	-0.588585	-8.589561	-85.711410	-98.905537
60627		9.754457	-0.088263	0.722874	-0.005414	-0.006500	0.011674	0.436505	-0.551097	-0.399212	-0.588545	-8.628587	-85.716682	-98.865082
60628		9.731166	-0.065388	0.748114	-0.009818	-0.000392	0.016475	0.436531	-0.551127	-0.399206	-0.588502	-8.706824	-85.719026	-98.784861
60629		9.729425	-0.109533	0.693496	-0.008497	-0.004964	0.014718	0.436532	-0.551167	-0.399203	-0.588465	-8.769102	-85.723157	-98.722859
60630		9.730318	-0.089534	0.720276	-0.011276	-0.002990	0.010137	0.436525	-0.551170	-0.399243	-0.588441	-8.752691	-85.727476	-98.736102
60631		9.726633	-0.136081	0.689705	-0.009962	-0.004782	0.013143	0.436518	-0.551209	-0.399240	-0.588411	-8.803768	-85.731639	-98.686176
60632		9.732284	-0.089381	0.695377	-0.008321	-0.001922	0.014906	0.436555	-0.551221	-0.399267	-0.588354	-8.860638	-85.734949	-98.622934
60633		9.751704	-0.120701	0.717793	-0.008437	-0.004877	0.013193	0.436552	-0.551257	-0.399268	-0.588321	-8.911521	-85.739155	-98.572324
60634		9.729485	-0.116363	0.691543	-0.010084	-0.004957	0.016193	0.436552	-0.551311	-0.399257	-0.588279	-8.994391	-85.744057	-98.490771
60635		9.749799	-0.126421	0.741058	-0.005238	-0.003458	0.011862	0.436557	-0.551334	-0.399268	-0.588246	-9.031842	-85.747573	-98.451791
60636		9.756515	-0.097892	0.695391	-0.009752	-0.003084	0.010188	0.436535	-0.551369	-0.399270	-0.588228	-9.056167	-85.751932	-98.429555
60637		9.751745	-0.126047	0.716306	-0.011370	-0.001730	0.014808	0.436535	-0.551406	-0.399252	-0.588206	-9.117597	-85.754200	-98.370054
60638		9.730418	-0.100379	0.717492	-0.011399	-0.003164	0.013188	0.436512	-0.551456	-0.399233	-0.588189	-9.168802	-85.758321	-98.323133
60639		9.756526	-0.101997	0.694646	-0.009784	-0.001738	0.013333	0.436513	-0.551486	-0.399223	-0.588167	-9.218229	-85.760722	-98.274758
60640		9.754586	-0.106101	0.718716	-0.008110	-0.000225	0.011952	0.436482	-0.551532	-0.399193	-0.588167	-9.256409	-85.763284	-98.242749
60641		9.708176	-0.098377	0.691274	-0.005150	-0.001938	0.011956	0.436491	-0.551550	-0.399201	-0.588139	-9.293029	-85.765921	-98.204556
