// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B4245A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw
40241		9.554671	-0.121416	2.199184	0.025181	-0.000843	0.002058	0.402691	-0.539355	-0.317653	-0.667857	-2.670828	-77.489386	-115.680098
40242		9.531766	-0.152605	2.237620	0.017863	0.005532	-0.001165	0.402730	-0.539283	-0.317753	-0.667844	-2.633110	-77.488136	-115.704505
40243		9.506503	-0.138289	2.218883	0.008327	0.006961	-0.006828	0.402731	-0.539216	-0.317839	-0.667856	-2.586117	-77.486478	-115.743101
40244		9.531209	-0.140178	2.185459	-0.003676	0.007419	-0.007265	0.402700	-0.539169	-0.317883	-0.667892	-2.545039	-77.484221	-115.782821
40245		9.551713	-0.080979	2.231546	-0.009697	0.005324	-0.002757	0.402664	-0.539149	-0.317901	-0.667921	-2.519078	-77.483385	-115.810453
40246		9.552811	-0.099935	2.217079	-0.008531	0.008213	-0.005338	0.402620	-0.539117	-0.317917	-0.667966	-2.486070	-77.480766	-115.845863
40247		9.525509	-0.051872	2.194399	-0.002587	0.007568	-0.001319	0.402612	-0.539078	-0.317951	-0.667987	-2.459507	-77.478604	-115.869939
40248		9.478338	-0.077656	2.145415	0.001057	0.008610	-0.005357	0.402601	-0.539022	-0.318002	-0.668014	-2.421258	-77.475661	-115.904177
40249		9.504045	-0.105988	2.184728	0.001031	0.007697	-0.002515	0.402598	-0.538973	-0.318051	-0.668032	-2.389547	-77.473447	-115.931404
40250		9.478322	-0.087997	2.200096	-0.003565	0.001696	-0.004487	0.402567	-0.538949	-0.318100	-0.668046	-2.356230	-77.474360	-115.963020
40251		9.479500	-0.106787	2.185334	-0.001285	0.005650	-0.003964	0.402550	-0.538910	-0.318148	-0.668065	-2.322341	-77.473345	-115.993836
40252		9.502559	-0.085849	2.200879	-0.004704	-0.000281	-0.004749	0.402508	-0.538897	-0.318195	-0.668079	-2.288896	-77.475461	-116.027040
40253		9.505086	-0.123826	2.170618	-0.009498	-0.000481	-0.004739	0.402456	-0.538893	-0.318231	-0.668096	-2.258339	-77.477966	-116.059263
40254		9.526978	-0.083998	2.200871	-0.013078	-0.002518	-0.002617	0.402391	-0.538909	-0.318247	-0.668115	-2.235044	-77.481337	-116.087406
40255		9.501899	-0.070585	2.181302	-0.016758	-0.001656	0.000497	0.402336	-0.538932	-0.318247	-0.668130	-2.222242	-77.484393	-116.105702
40256		9.478833	-0.091630	2.165779	-0.019135	-0.002711	0.000965	0.402274	-0.538962	-0.318239	-0.668147	-2.211392	-77.487631	-116.123387
40257		9.502551	-0.075306	2.146326	-0.022500	-0.006817	-0.005503	0.402174	-0.539004	-0.318246	-0.668169	-2.186890	-77.493772	-116.157038
40258		9.477050	-0.057731	2.160710	-0.017832	-0.004631	-0.001679	0.402101	-0.539037	-0.318249	-0.668185	-2.169899	-77.498329	-116.181064
40259		9.528468	-0.093378	2.130074	-0.024864	-0.010698	-0.001267	0.402003	-0.539104	-0.318245	-0.668192	-2.158024	-77.506596	-116.203168
40260		9.501024	-0.041621	2.140107	-0.021258	-0.007747	-0.006229	0.401899	-0.539149	-0.318253	-0.668214	-2.132567	-77.513117	-116.238102
40261		9.525859	-0.051197	2.192894	-0.021219	-0.009657	-0.005304	0.401800	-0.539199	-0.318269	-0.668226	-2.108010	-77.520870	-116.271054
40262		9.551657	-0.068718	2.177178	-0.021292	-0.005844	-0.007151	0.401695	-0.539236	-0.318277	-0.668256	-2.078986	-77.526261	-116.309667
40263		9.576160	-0.066992	2.176776	-0.022466	-0.005918	-0.008336	0.401588	-0.539270	-0.318290	-0.668286	-2.046878	-77.531927	-116.351083
40264		9.553110	-0.087308	2.161182	-0.026254	0.000660	-0.007989	0.401478	-0.539294	-0.318270	-0.668342	-2.018259	-77.533608	-116.392035
40265		9.551085	-0.052652	2.157181	-0.029716	-0.000549	-0.013463	0.401343	-0.539317	-0.318262	-0.668409	-1.976491	-77.536292	-116.447597
40266		9.526301	-0.049891	2.191005	-0.032103	-0.005352	-0.006388	0.401207	-0.539379	-0.318225	-0.668458	-1.956474	-77.541546	-116.484354
40267		9.503251	-0.070554	2.175403	-0.034652	0.000300	-0.006768	0.401082	-0.539420	-0.318181	-0.668521	-1.934767	-77.543603	-116.522267
40268		9.502978	-0.059528	2.121882	-0.039400	-0.001824	-0.005828	0.400940	-0.539481	-0.318116	-0.668587	-1.919238	-77.546642	-116.557580
40269		9.502555	-0.055751	2.155911	-0.032132	-0.003460	-0.007304	0.400814	-0.539529	-0.318089	-0.668637	-1.894997	-77.550857	-116.596608
40270		9.503911	-0.074781	2.140315	-0.036854	-0.004669	-0.009204	0.400669	-0.539585	-0.318053	-0.668696	-1.869171	-77.555452	-116.639951
40271		9.504036	-0.074782	2.139757	-0.035638	-0.006513	-0.007094	0.400529	-0.539651	-0.318020	-0.668743	-1.847694	-77.561405	-116.678204
40272		9.526491	-0.039063	2.135419	-0.040396	-0.005815	-0.009914	0.400364	-0.539719	-0.317973	-0.668809	-1.821005	-77.566700	-116.725381
40273		9.527446	-0.054392	2.153773	-0.036792	-0.009427	-0.004514	0.400225	-0.539800	-0.317934	-0.668845	-1.807075	-77.574268	-116.756581
40274		9.528076	-0.058520	2.118767	-0.039277	-0.004769	-0.006802	0.400066	-0.539871	-0.317876	-0.668911	-1.786730	-77.578986	-116.797812
40275		9.528272	-0.058926	2.117874	-0.041494	-0.013478	-0.002650	0.399914	-0.539978	-0.317825	-0.668939	-1.780617	-77.588837	-116.823765
40276		9.528477	-0.059187	2.116945	-0.034420	-0.005555	-0.008731	0.399779	-0.540034	-0.317797	-0.668988	-1.755878	-77.593974	-116.864365
40277		9.551730	-0.038509	2.131679	-0.028356	-0.008169	-0.008562	0.399651	-0.540088	-0.317796	-0.669022	-1.726361	-77.600883	-116.906573
40278		9.579608	-0.090130	2.119632	-0.027180	-0.008101	-0.007376	0.399532	-0.540138	-0.317794	-0.669053	-1.699093	-77.607348	-116.945662
40279		9.554123	-0.072569	2.134046	-0.032064	-0.005428	-0.006353	0.399406	-0.540194	-0.317769	-0.669095	-1.677176	-77.612641	-116.982262
40280		9.553733	-0.068828	2.168046	-0.033376	-0.000696	-0.007453	0.399278	-0.540235	-0.317727	-0.669158	-1.653515	-77.615002	-117.022139
40281		9.552986	-0.054007	2.148715	-0.036992	-0.004608	0.000348	0.399163	-0.540309	-0.317666	-0.669197	-1.651804	-77.619710	-117.040942
40282		9.554768	-0.077458	2.098859	-0.032284	-0.000569	-0.001506	0.399068	-0.540352	-0.317618	-0.669241	-1.643606	-77.621757	-117.062800
40283		9.553441	-0.059041	2.114385	-0.030114	0.006290	0.000031	0.398987	-0.540375	-0.317558	-0.669299	-1.636304	-77.620228	-117.083292
40284		9.552080	-0.040771	2.130068	-0.030034	0.002464	0.001868	0.398910	-0.540408	-0.317504	-0.669344	-1.633070	-77.620376	-117.098984
40285		9.554069	-0.075758	2.134179	-0.027699	0.005439	0.000484	0.398836	-0.540429	-0.317453	-0.669395	-1.625630	-77.619326	-117.118200
40286		9.553128	-0.061079	2.115739	-0.027735	0.007346	-0.000431	0.398764	-0.540444	-0.317397	-0.669453	-1.618014	-77.616989	-117.137776
40287		9.504238	-0.064610	2.116082	-0.027733	0.007342	-0.000429	0.398690	-0.540457	-0.317344	-0.669511	-1.608081	-77.614863	-117.159565
40288		9.526360	-0.029409	2.113296	-0.032551	0.009021	-0.001321	0.398604	-0.540471	-0.317273	-0.669585	-1.598568	-77.611431	-117.183738
40289		9.527487	-0.049204	2.098629	-0.025369	0.004640	0.005694	0.398552	-0.540499	-0.317218	-0.669619	-1.603453	-77.610754	-117.188969
40290		9.525582	-0.027414	2.148966	-0.027829	0.010227	0.000582	0.398486	-0.540504	-0.317153	-0.669685	-1.596973	-77.606681	-117.207536
40291		9.526643	-0.047258	2.134576	-0.025506	0.009440	0.005787	0.398442	-0.540516	-0.317087	-0.669733	-1.601833	-77.603253	-117.212873
40292		9.550277	-0.042896	2.170194	-0.027900	0.014042	-0.001244	0.398373	-0.540508	-0.317017	-0.669813	-1.591090	-77.597126	-117.236405
40293		9.526434	-0.060497	2.190156	-0.027911	0.010272	0.005344	0.398322	-0.540522	-0.316943	-0.669868	-1.596121	-77.593229	-117.242978
40294		9.550802	-0.052032	2.103488	-0.019447	0.006835	0.005946	0.398289	-0.540533	-0.316896	-0.669901	-1.599584	-77.591102	-117.246976
40295		9.499114	-0.006052	2.080902	-0.003708	0.002736	0.002214	0.398281	-0.540518	-0.316926	-0.669903	-1.583147	-77.591570	-117.261333
40296		9.452204	-0.051237	2.172022	-0.011851	0.001251	-0.007995	0.398217	-0.540507	-0.316957	-0.669935	-1.546156	-77.592762	-117.301550
40297		9.574304	-0.055339	2.226458	-0.032265	0.002217	-0.005245	0.398106	-0.540539	-0.316912	-0.669996	-1.526694	-77.593638	-117.335757
40298		9.598223	-0.043409	2.173982	-0.056764	0.011805	0.011255	0.398003	-0.540612	-0.316722	-0.670089	-1.564110	-77.588405	-117.325789
40299		9.546591	0.008915	2.064497	-0.040169	0.012687	0.018318	0.397967	-0.540662	-0.316566	-0.670144	-1.609754	-77.582918	-117.297970
40300		9.499675	-0.030713	2.068779	-0.037630	0.009875	0.014922	0.397924	-0.540706	-0.316436	-0.670196	-1.644215	-77.578624	-117.279693
40301		9.503108	-0.097753	2.111004	-0.035054	0.005154	0.012436	0.397869	-0.540762	-0.316328	-0.670234	-1.672155	-77.577540	-117.267000
40302		9.454471	-0.114429	2.164535	-0.032782	0.009114	0.012983	0.397826	-0.540803	-0.316212	-0.670281	-1.701390	-77.574013	-117.252577
40303		9.455618	-0.135298	2.149599	-0.021844	0.001020	0.015846	0.397812	-0.540852	-0.316148	-0.670280	-1.730936	-77.575236	-117.230489
40304		9.504888	-0.137718	2.115442	-0.014460	-0.005371	0.014243	0.397805	-0.540905	-0.316122	-0.670254	-1.754674	-77.579936	-117.210257
40305		9.528147	-0.118531	2.130255	-0.005790	-0.010803	0.006230	0.397783	-0.540947	-0.316161	-0.670214	-1.750972	-77.588096	-117.212795
40306		9.552234	-0.114447	2.163782	-0.015404	-0.010296	0.008202	0.397742	-0.541009	-0.316157	-0.670190	-1.758949	-77.595692	-117.209514
40307		9.549616	-0.065816	2.140464	-0.015477	-0.006471	0.006381	0.397702	-0.541055	-0.316155	-0.670178	-1.760845	-77.601368	-117.212004
40308		9.523368	-0.033840	2.136042	-0.015413	-0.007452	0.004458	0.397645	-0.541105	-0.316152	-0.670173	-1.757467	-77.607452	-117.221540
40309		9.523530	-0.034624	2.135307	-0.005888	-0.007916	0.007243	0.397631	-0.541138	-0.316182	-0.670140	-1.756229	-77.613940	-117.221613
40310		9.549279	-0.052843	2.119532	-0.004789	-0.004019	0.006605	0.397626	-0.541151	-0.316211	-0.670119	-1.751361	-77.617762	-117.224543
40311		9.546877	-0.015816	2.149859	-0.004752	-0.005933	0.007516	0.397619	-0.541176	-0.316240	-0.670089	-1.750023	-77.623110	-117.224053
40312		9.548988	-0.050927	2.152963	-0.006023	-0.003111	0.007347	0.397615	-0.541193	-0.316257	-0.670070	-1.750017	-77.626573	-117.223027
40313		9.525910	-0.072346	2.137145	-0.010922	-0.001390	0.011221	0.397611	-0.541221	-0.316247	-0.670054	-1.761524	-77.629254	-117.213005
40314		9.548261	-0.037823	2.133811	-0.008589	0.001598	0.009842	0.397610	-0.541234	-0.316236	-0.670050	-1.768853	-77.630061	-117.206900
40315		9.526347	-0.078129	2.102923	-0.001408	0.000993	0.010259	0.397633	-0.541233	-0.316255	-0.670028	-1.772212	-77.631394	-117.199640
40316		9.549438	-0.058800	2.118659	-0.003814	0.001832	0.009817	0.397650	-0.541233	-0.316264	-0.670014	-1.776248	-77.631937	-117.193151
40317		9.525002	-0.061216	2.118727	-0.003850	0.003746	0.008907	0.397666	-0.541225	-0.316274	-0.670006	-1.777251	-77.631717	-117.189734
40318		9.550046	-0.076152	2.138201	-0.008624	0.003510	0.008933	0.397668	-0.541229	-0.316264	-0.670006	-1.782420	-77.631406	-117.185290
40319		9.548428	-0.046546	2.100791	-0.012324	0.006234	0.011156	0.397673	-0.541234	-0.316234	-0.670014	-1.793950	-77.629721	-117.176067
40320		9.523950	-0.049482	2.101044	-0.012313	0.003382	0.014902	0.397683	-0.541255	-0.316195	-0.670009	-1.816210	-77.629354	-117.156462
40321		9.500692	-0.071248	2.085947	-0.004007	0.007611	0.011848	0.397715	-0.541240	-0.316188	-0.670005	-1.824660	-77.626867	-117.145513
40322		9.526128	-0.089871	2.071467	0.000768	0.007845	0.011823	0.397758	-0.541215	-0.316193	-0.669998	-1.830718	-77.623983	-117.134742
40323		9.500389	-0.073599	2.087244	0.000840	0.004015	0.013644	0.397802	-0.541205	-0.316205	-0.669974	-1.841372	-77.623521	-117.118694
40324		9.523322	-0.075112	2.244608	-0.014981	0.013829	0.014670	0.397827	-0.541193	-0.316141	-0.669999	-1.863947	-77.617097	-117.099451
40325		9.523003	-0.056822	2.105145	-0.019936	0.016520	0.020472	0.397859	-0.541193	-0.316039	-0.670028	-1.903223	-77.609343	-117.066285
40326		9.523888	-0.078157	2.091212	-0.012781	0.014971	0.023728	0.397920	-0.541188	-0.315955	-0.670035	-1.947914	-77.602109	-117.023290
40327		9.502406	-0.135104	2.080258	0.004077	0.010024	0.023992	0.398018	-0.541168	-0.315938	-0.670002	-1.983093	-77.597995	-116.980230
40328		9.525621	-0.128553	2.149696	0.012802	0.000776	0.017788	0.398103	-0.541154	-0.315979	-0.669943	-1.999617	-77.599118	-116.951867
40329		9.551290	-0.159529	2.188236	0.014923	0.008601	0.021279	0.398218	-0.541112	-0.316008	-0.669894	-2.021625	-77.595866	-116.915930
40330		9.548449	-0.111330	2.166601	0.003118	0.007966	0.014198	0.398280	-0.541081	-0.316020	-0.669877	-2.030968	-77.592654	-116.899439
40331		9.598700	-0.132612	2.118200	-0.009015	0.011267	0.019579	0.398330	-0.541076	-0.315968	-0.669877	-2.061989	-77.587905	-116.868316
40332		9.569684	-0.064052	2.146534	-0.017457	0.014697	0.018992	0.398358	-0.541076	-0.315878	-0.669902	-2.097013	-77.580981	-116.838664
40333		9.544831	-0.055865	2.094346	-0.013907	0.012977	0.023458	0.398410	-0.541081	-0.315796	-0.669906	-2.140697	-77.575162	-116.797442
40334		9.469723	-0.040087	2.144485	-0.005462	0.009540	0.024049	0.398479	-0.541082	-0.315744	-0.669889	-2.181661	-77.571029	-116.754655
40335		9.493900	-0.040828	2.145554	0.004208	0.008051	0.020152	0.398561	-0.541062	-0.315741	-0.669857	-2.206805	-77.568092	-116.721789
40336		9.519300	-0.059949	2.131132	0.004296	0.008016	0.015390	0.398626	-0.541035	-0.315747	-0.669837	-2.220357	-77.565048	-116.701365
40337		9.494235	-0.059482	2.165900	-0.001704	0.005837	0.019900	0.398688	-0.541034	-0.315730	-0.669810	-2.248437	-77.563378	-116.668961
40338		9.494792	-0.076881	2.185253	-0.013563	0.003333	0.018485	0.398712	-0.541061	-0.315681	-0.669797	-2.280798	-77.562847	-116.638921
40339		9.493536	-0.060173	2.200863	-0.008783	0.000702	0.022210	0.398754	-0.541095	-0.315644	-0.669762	-2.319455	-77.564057	-116.599839
40340		9.495281	-0.084723	2.150929	-0.005056	-0.003938	0.020896	0.398796	-0.541133	-0.315630	-0.669712	-2.353545	-77.567631	-116.563332
40341		9.497723	-0.124583	2.119692	-0.005055	-0.003941	0.020897	0.398837	-0.541173	-0.315618	-0.669661	-2.387181	-77.571519	-116.527206
40342		9.519811	-0.087620	2.150320	-0.005022	-0.005858	0.021808	0.398875	-0.541217	-0.315607	-0.669608	-2.421497	-77.576043	-116.490623
40343		9.494365	-0.072301	2.164939	-0.009795	-0.006088	0.021832	0.398902	-0.541275	-0.315581	-0.669557	-2.460563	-77.581128	-116.451718
40344		9.494373	-0.062674	2.110982	-0.015708	-0.008297	0.021580	0.398911	-0.541349	-0.315541	-0.669511	-2.501969	-77.587063	-116.413642
40345		9.518377	-0.060156	2.144853	-0.018082	-0.006512	0.018302	0.398904	-0.541419	-0.315498	-0.669479	-2.536716	-77.592468	-116.384023
40346		9.564984	-0.021712	2.175357	-0.010758	-0.010990	0.015776	0.398898	-0.541485	-0.315492	-0.669432	-2.561003	-77.600205	-116.361404
40347		9.519867	-0.082657	2.127836	-0.010908	-0.004273	0.014977	0.398903	-0.541529	-0.315477	-0.669401	-2.582773	-77.604408	-116.340865
40348		9.519995	-0.084117	2.127210	-0.003586	-0.008750	0.012449	0.398912	-0.541567	-0.315501	-0.669353	-2.594641	-77.610919	-116.326267
40349		9.521291	-0.104300	2.111066	-0.003673	-0.005865	0.013469	0.398929	-0.541599	-0.315517	-0.669310	-2.608553	-77.616070	-116.309531
40350		9.520889	-0.102086	2.144900	-0.003647	-0.004919	0.010632	0.398939	-0.541621	-0.315539	-0.669275	-2.615637	-77.620429	-116.299693
40351		9.499075	-0.154260	2.166420	-0.007159	-0.007971	0.010823	0.398934	-0.541663	-0.315555	-0.669237	-2.624919	-77.626854	-116.289741
40352		9.497452	-0.121271	2.162151	-0.007184	-0.008919	0.013661	0.398944	-0.541709	-0.315567	-0.669188	-2.643022	-77.633387	-116.270076
40353		9.498111	-0.126205	2.126985	-0.008413	-0.008013	0.014405	0.398947	-0.541759	-0.315569	-0.669145	-2.662408	-77.639739	-116.250517
40354		9.522204	-0.123030	2.160556	-0.008293	-0.012819	0.014296	0.398934	-0.541832	-0.315570	-0.669092	-2.685051	-77.648893	-116.229622
40355		9.498046	-0.125960	2.159271	-0.015554	-0.009314	0.014901	0.398918	-0.541902	-0.315550	-0.669056	-2.710034	-77.655973	-116.208523
40356		9.521993	-0.111123	2.139544	-0.016719	-0.012244	0.017465	0.398896	-0.541989	-0.315519	-0.669013	-2.742620	-77.664428	-116.181454
40357		9.522733	-0.116652	2.103900	-0.021458	-0.014392	0.018403	0.398868	-0.542092	-0.315480	-0.668964	-2.780860	-77.674312	-116.150250
40358		9.545748	-0.095280	2.152813	-0.019203	-0.008519	0.018047	0.398859	-0.542167	-0.315439	-0.668928	-2.816557	-77.680444	-116.119638
40359		9.520901	-0.083081	2.132854	-0.014374	-0.009265	0.016092	0.398850	-0.542236	-0.315420	-0.668887	-2.844108	-77.687452	-116.095222
40360		9.546541	-0.102378	2.116834	-0.013207	-0.006337	0.013531	0.398841	-0.542290	-0.315400	-0.668858	-2.866267	-77.692696	-116.076125
40361		9.545127	-0.081743	2.165913	-0.010774	-0.009105	0.014880	0.398837	-0.542349	-0.315396	-0.668814	-2.888607	-77.699643	-116.054931
40362		9.545221	-0.083229	2.165441	-0.013297	-0.000584	0.010806	0.398832	-0.542376	-0.315377	-0.668804	-2.901580	-77.701489	-116.044345
40363		9.570705	-0.102339	2.150079	-0.020492	-0.000916	0.013234	0.398810	-0.542424	-0.315329	-0.668801	-2.924106	-77.703795	-116.028661
40364		9.544559	-0.071078	2.146554	-0.021803	0.002874	0.015002	0.398794	-0.542466	-0.315258	-0.668810	-2.952500	-77.703664	-116.008500
40365		9.569480	-0.087165	2.165981	-0.021832	0.004790	0.014095	0.398780	-0.542500	-0.315191	-0.668822	-2.977287	-77.702676	-115.991287
40366		9.546048	-0.109015	2.150833	-0.015917	0.006993	0.014344	0.398781	-0.542518	-0.315131	-0.668835	-3.000227	-77.700280	-115.973778
40367		9.569615	-0.094053	2.132921	-0.013599	0.009029	0.015806	0.398802	-0.542523	-0.315079	-0.668843	-3.024192	-77.696812	-115.952579
40368		9.545618	-0.112254	2.152572	-0.011180	0.012007	0.009663	0.398815	-0.542502	-0.315044	-0.668868	-3.030794	-77.691492	-115.947633
40369		9.545946	-0.129000	2.172654	-0.013633	0.013818	0.011155	0.398828	-0.542484	-0.314994	-0.668899	-3.041893	-77.685423	-115.939621
40370		9.518947	-0.081689	2.151468	-0.013578	0.012850	0.009225	0.398831	-0.542466	-0.314949	-0.668934	-3.047526	-77.679639	-115.937681
40371		9.519295	-0.098447	2.171436	-0.018318	0.010702	0.010162	0.398822	-0.542466	-0.314893	-0.668965	-3.059130	-77.675383	-115.931899
40372		9.497414	-0.154225	2.160214	-0.012457	0.013869	0.012343	0.398849	-0.542444	-0.314845	-0.668989	-3.073886	-77.668886	-115.918738
40373		9.471066	-0.122511	2.157762	-0.009974	0.010136	0.011760	0.398868	-0.542433	-0.314813	-0.669002	-3.084956	-77.664903	-115.908609
40374		9.546737	-0.173328	2.147290	-0.006430	0.011266	0.012478	0.398903	-0.542408	-0.314789	-0.669013	-3.095548	-77.659859	-115.896666
40375		9.544846	-0.140328	2.144781	-0.006318	0.006462	0.012361	0.398928	-0.542402	-0.314775	-0.669009	-3.106603	-77.657960	-115.884408
40376		9.471534	-0.145145	2.144736	-0.006292	0.007417	0.009524	0.398949	-0.542384	-0.314769	-0.669014	-3.109400	-77.655156	-115.880091
40377		9.543952	-0.127280	2.127130	-0.011058	0.004314	0.013297	0.398961	-0.542396	-0.314741	-0.669010	-3.125915	-77.654456	-115.865024
40378		9.544418	-0.144101	2.146437	-0.006263	0.005495	0.010431	0.398981	-0.542387	-0.314735	-0.669008	-3.132254	-77.652788	-115.857186
40379		9.519308	-0.130882	2.127919	-0.003892	0.006567	0.009965	0.399005	-0.542372	-0.314736	-0.669006	-3.135628	-77.650902	-115.851367
40380		9.518128	-0.113184	2.143816	-0.007379	0.001596	0.011059	0.399021	-0.542381	-0.314731	-0.668991	-3.146267	-77.651524	-115.839709
40381		9.518650	-0.129908	2.162845	-0.009777	0.002443	0.010620	0.399025	-0.542392	-0.314719	-0.668986	-3.155319	-77.651976	-115.831531
40382		9.494219	-0.132273	2.162745	-0.006152	0.000689	0.010314	0.399039	-0.542400	-0.314723	-0.668969	-3.162777	-77.653094	-115.822433
40383		9.543524	-0.134234	2.128624	0.003522	-0.005583	0.011046	0.399067	-0.542412	-0.314770	-0.668920	-3.166483	-77.658124	-115.811925
40384		9.492709	-0.087465	2.105154	0.013275	-0.011862	0.007008	0.399098	-0.542418	-0.314871	-0.668850	-3.154186	-77.666491	-115.812221
40385		9.468109	-0.097532	2.191635	0.006156	-0.006446	-0.002825	0.399086	-0.542406	-0.314966	-0.668822	-3.120206	-77.672450	-115.838745
40386		9.493283	-0.111760	2.209804	-0.022350	-0.012597	-0.002774	0.398987	-0.542471	-0.314975	-0.668824	-3.103942	-77.681618	-115.864118
40387		9.566446	-0.096938	2.156798	-0.039587	0.002951	0.008705	0.398904	-0.542538	-0.314867	-0.668870	-3.125000	-77.681839	-115.861133
40388		9.539592	-0.025750	2.028254	-0.024208	0.002724	0.017414	0.398891	-0.542586	-0.314786	-0.668877	-3.159776	-77.681561	-115.835247
40389		9.468675	-0.081109	2.049544	-0.019197	-0.005700	0.014308	0.398869	-0.542650	-0.314748	-0.668856	-3.185092	-77.686554	-115.815947
40390		9.495475	-0.143522	2.124483	-0.023834	-0.006892	0.007635	0.398816	-0.542711	-0.314717	-0.668852	-3.196351	-77.692027	-115.812916
