// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B4245A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw
11379		9.533110	0.214479	2.150123	-0.001172	0.007469	0.001226	0.356009	-0.550294	-0.286788	-0.698703	2.227482	-76.701106	-127.762261
11380		9.476386	0.106711	2.158448	-0.000273	0.006545	-0.004307	0.355983	-0.550256	-0.286843	-0.698724	2.262928	-76.699446	-127.794930
11381		9.470018	0.071586	2.239482	-0.009492	0.006099	-0.000082	0.355953	-0.550240	-0.286855	-0.698747	2.281385	-76.698055	-127.814976
11382		9.456050	0.095462	2.167917	-0.007030	0.002159	0.004709	0.355950	-0.550240	-0.286875	-0.698740	2.288408	-76.699358	-127.820440
11383		9.464871	0.110528	2.138126	0.006806	-0.005567	0.002212	0.355956	-0.550239	-0.286959	-0.698704	2.311782	-76.704696	-127.835943
11384		9.540977	0.062832	2.255624	0.019386	-0.009984	-0.002754	0.355976	-0.550222	-0.287113	-0.698644	2.355687	-76.712467	-127.864334
11385		9.562111	0.111440	2.225357	0.012495	-0.008578	-0.008663	0.355955	-0.550206	-0.287252	-0.698610	2.409044	-76.719264	-127.907292
11386		9.556926	0.113955	2.283961	0.009856	-0.010721	-0.006379	0.355941	-0.550205	-0.287384	-0.698564	2.454477	-76.727619	-127.942351
11387		9.563247	0.149925	2.202970	0.006400	-0.000505	-0.005943	0.355924	-0.550175	-0.287480	-0.698556	2.496982	-76.729846	-127.977746
11388		9.503707	0.154471	2.207602	0.011405	0.003053	-0.003741	0.355944	-0.550125	-0.287588	-0.698541	2.536241	-76.730259	-128.005269
11389		9.523739	0.166031	2.199396	0.011404	0.003053	-0.003740	0.355954	-0.550077	-0.287689	-0.698532	2.575898	-76.730494	-128.034791
11390		9.522848	0.129841	2.220625	0.016456	0.003936	-0.001384	0.355992	-0.550022	-0.287803	-0.698509	2.611600	-76.730606	-128.056564
11391		9.539456	0.124209	2.182758	0.015958	0.007075	0.001230	0.356038	-0.549959	-0.287898	-0.698496	2.641355	-76.728662	-128.073233
11392		9.518364	0.076449	2.212926	0.011167	0.009165	0.006572	0.356086	-0.549909	-0.287956	-0.698487	2.655587	-76.725891	-128.077541
11393		9.518982	0.113025	2.192855	0.014880	0.009192	0.002762	0.356137	-0.549843	-0.288040	-0.698479	2.680757	-76.722774	-128.090134
11394		9.506606	0.080561	2.193613	0.008881	0.011913	0.005783	0.356198	-0.549780	-0.288098	-0.698473	2.693771	-76.718444	-128.092014
11395		9.498416	0.101227	2.203352	0.000294	0.009814	0.011240	0.356239	-0.549750	-0.288107	-0.698472	2.689948	-76.715199	-128.083402
11396		9.506961	0.115480	2.174809	0.000824	0.013514	0.012170	0.356316	-0.549696	-0.288128	-0.698466	2.684018	-76.709758	-128.068110
11397		9.526818	0.125005	2.167543	-0.002265	0.011835	0.017220	0.356374	-0.549673	-0.288108	-0.698464	2.664022	-76.705514	-128.044385
11398		9.506451	0.112348	2.177200	-0.006159	0.013001	0.017030	0.356425	-0.549659	-0.288068	-0.698465	2.637932	-76.701365	-128.017020
11399		9.498228	0.131712	2.187206	-0.011533	0.014071	0.021289	0.356475	-0.549650	-0.288001	-0.698474	2.602557	-76.695944	-127.982949
11400		9.486644	0.133993	2.167350	-0.008850	0.013537	0.019164	0.356518	-0.549637	-0.287947	-0.698485	2.575000	-76.690871	-127.956073
11401		9.505657	0.105730	2.180996	-0.018476	0.010884	0.026306	0.356562	-0.549658	-0.287847	-0.698487	2.523908	-76.687391	-127.909937
11402		9.533461	0.092585	2.165122	-0.008151	0.016048	0.024108	0.356643	-0.549640	-0.287784	-0.698486	2.481773	-76.681265	-127.865787
11403		9.519767	0.112818	2.234721	-0.022379	0.012056	0.026122	0.356677	-0.549664	-0.287668	-0.698497	2.428825	-76.677093	-127.820040
11404		9.515979	0.092821	2.206792	-0.029827	0.028802	0.026074	0.356736	-0.549635	-0.287514	-0.698553	2.370002	-76.663341	-127.769101
11405		9.559073	0.127905	2.222389	-0.032139	0.024283	0.036377	0.356797	-0.549648	-0.287315	-0.698594	2.285622	-76.652384	-127.696792
11406		9.528312	0.062123	2.143622	-0.026116	0.028400	0.036919	0.356883	-0.549638	-0.287128	-0.698634	2.202712	-76.639302	-127.622261
11407		9.505258	0.067219	2.103637	-0.009472	0.021604	0.036161	0.357002	-0.549620	-0.287013	-0.698635	2.132340	-76.629828	-127.550995
11408		9.523250	-0.000461	2.278970	-0.012201	0.015303	0.034741	0.357113	-0.549620	-0.286917	-0.698617	2.065310	-76.623881	-127.482199
11409		9.464349	0.036534	2.264157	-0.023770	0.020308	0.038034	0.357197	-0.549635	-0.286749	-0.698632	1.982528	-76.615145	-127.406592
11410		9.472814	0.047681	2.236545	-0.039890	0.021304	0.036344	0.357239	-0.549673	-0.286532	-0.698670	1.893496	-76.606083	-127.333115
11411		9.512782	0.065003	2.221522	-0.043087	0.015471	0.037700	0.357262	-0.549738	-0.286307	-0.698699	1.801031	-76.600057	-127.258926
11412		9.504516	0.081707	2.232043	-0.039179	0.021142	0.041473	0.357317	-0.549785	-0.286074	-0.698729	1.700588	-76.591134	-127.174178
11413		9.515323	0.072610	2.255224	-0.033802	0.020067	0.037219	0.357370	-0.549817	-0.285874	-0.698759	1.614453	-76.582412	-127.101022
11414		9.527196	0.100549	2.257673	-0.029386	0.022594	0.038365	0.357442	-0.549835	-0.285683	-0.698786	1.528470	-76.572379	-127.025363
11415		9.512113	0.084198	2.208816	-0.023468	0.025215	0.035050	0.357523	-0.549827	-0.285515	-0.698819	1.453355	-76.560626	-126.957443
11416		9.501479	0.028182	2.261453	-0.017922	0.022940	0.034797	0.357617	-0.549817	-0.285375	-0.698836	1.382861	-76.550316	-126.890579
11417		9.507645	-0.033583	2.275746	-0.019748	0.025239	0.031248	0.357695	-0.549798	-0.285231	-0.698870	1.319212	-76.538460	-126.832250
11418		9.516088	-0.021910	2.248556	-0.015592	0.024349	0.039323	0.357814	-0.549786	-0.285084	-0.698879	1.238473	-76.527484	-126.753492
11419		9.504434	-0.021141	2.229247	-0.019016	0.015552	0.032927	0.357886	-0.549802	-0.284955	-0.698882	1.171929	-76.521163	-126.691752
11420		9.475973	-0.014268	2.247978	-0.019532	0.018696	0.035570	0.357979	-0.549803	-0.284823	-0.698887	1.101075	-76.512857	-126.623964
11421		9.503646	-0.028644	2.232518	-0.021735	0.016102	0.035081	0.358052	-0.549825	-0.284678	-0.698892	1.027938	-76.506208	-126.557042
11422		9.486373	-0.026481	2.272415	-0.013414	0.017436	0.036416	0.358151	-0.549831	-0.284554	-0.698887	0.956236	-76.499030	-126.487219
11423		9.463664	-0.021052	2.231441	-0.010526	0.013017	0.038438	0.358262	-0.549848	-0.284444	-0.698861	0.881768	-76.494140	-126.412318
11424		9.494826	-0.018620	2.245422	-0.010024	0.009878	0.035807	0.358362	-0.549875	-0.284348	-0.698828	0.812606	-76.491390	-126.342624
11425		9.485499	-0.037816	2.275897	-0.012736	0.010427	0.037953	0.358462	-0.549904	-0.284237	-0.698799	0.738200	-76.487937	-126.269087
11426		9.475367	-0.000170	2.235031	-0.013360	0.012090	0.036728	0.358571	-0.549924	-0.284132	-0.698770	0.664895	-76.483786	-126.195059
11427		9.473863	-0.040723	2.256533	-0.009964	0.004526	0.036107	0.358664	-0.549966	-0.284046	-0.698724	0.596700	-76.483659	-126.126275
11428		9.475066	-0.007348	2.236296	-0.005642	0.005556	0.033379	0.358766	-0.549992	-0.283986	-0.698676	0.537363	-76.483073	-126.063077
11429		9.484731	-0.052096	2.278817	-0.004026	0.007133	0.032791	0.358867	-0.550009	-0.283925	-0.698635	0.480428	-76.481401	-126.002373
11430		9.501511	-0.061059	2.240938	-0.000199	0.001782	0.029245	0.358961	-0.550035	-0.283899	-0.698577	0.433804	-76.483050	-125.949582
11431		9.476802	-0.036409	2.288154	-0.000778	0.000765	0.028154	0.359045	-0.550062	-0.283874	-0.698523	0.389895	-76.484983	-125.900362
11432		9.501399	-0.066483	2.241258	-0.000820	0.003446	0.028018	0.359155	-0.550069	-0.283863	-0.698465	0.347246	-76.485226	-125.848696
11433		9.485859	-0.026419	2.258911	-0.010740	-0.002122	0.027425	0.359205	-0.550124	-0.283810	-0.698418	0.299382	-76.488792	-125.801278
11434		9.493612	-0.050815	2.250053	-0.009017	0.000936	0.030715	0.359281	-0.550171	-0.283749	-0.698366	0.242436	-76.491026	-125.743039
11435		9.517273	-0.026453	2.271866	-0.013494	0.001112	0.029438	0.359336	-0.550222	-0.283675	-0.698328	0.188118	-76.492723	-125.690608
11436		9.493528	-0.056711	2.250267	-0.006456	0.001584	0.024561	0.359402	-0.550246	-0.283649	-0.698286	0.151444	-76.493986	-125.650404
11437		9.506067	-0.027083	2.250856	-0.008083	0.000012	0.025158	0.359455	-0.550284	-0.283607	-0.698245	0.110422	-76.496290	-125.608459
11438		9.517194	-0.034261	2.272094	-0.009274	0.000656	0.022830	0.359501	-0.550317	-0.283573	-0.698210	0.075808	-76.498188	-125.572901
11439		9.494880	-0.027047	2.229789	-0.007177	0.001765	0.019453	0.359539	-0.550340	-0.283547	-0.698183	0.048891	-76.499472	-125.544928
11440		9.504522	-0.070701	2.271826	-0.012701	0.001389	0.019864	0.359575	-0.550368	-0.283514	-0.698155	0.018646	-76.500956	-125.514539
11441		9.510168	-0.073913	2.212694	-0.009014	0.006750	0.015754	0.359602	-0.550372	-0.283483	-0.698151	-0.000503	-76.499378	-125.495636
11442		9.485407	-0.048420	2.260448	-0.015013	0.006839	0.018951	0.359624	-0.550391	-0.283424	-0.698148	-0.030580	-76.497926	-125.468858
11443		9.525941	-0.028778	2.244260	-0.010709	0.001017	0.012606	0.359627	-0.550414	-0.283406	-0.698136	-0.043190	-76.499630	-125.457679
11444		9.494412	-0.036285	2.231649	-0.011830	0.005823	0.014022	0.359654	-0.550418	-0.283383	-0.698128	-0.060027	-76.498670	-125.440480
11445		9.525736	-0.031850	2.245089	-0.014644	0.004895	0.012286	0.359651	-0.550434	-0.283345	-0.698133	-0.074122	-76.498151	-125.430091
11446		9.486473	-0.017895	2.241440	-0.016883	0.004986	0.011648	0.359655	-0.550446	-0.283315	-0.698133	-0.088085	-76.497698	-125.418479
11447		9.506692	-0.008618	2.233599	-0.019697	0.004060	0.009912	0.359629	-0.550470	-0.283267	-0.698147	-0.099413	-76.497658	-125.413914
11448		9.486258	-0.020658	2.242326	-0.020309	0.005723	0.008681	0.359602	-0.550484	-0.283225	-0.698167	-0.106616	-76.496657	-125.413045
11449		9.525256	-0.037138	2.247043	-0.010445	0.007113	0.005531	0.359590	-0.550475	-0.283216	-0.698184	-0.102175	-76.494872	-125.419244
11450		9.517406	-0.016348	2.256527	-0.007732	0.006559	0.003384	0.359595	-0.550457	-0.283235	-0.698188	-0.093362	-76.493753	-125.425791
11451		9.528385	-0.021698	2.278327	-0.006548	0.005914	0.005715	0.359593	-0.550445	-0.283242	-0.698196	-0.087136	-76.492655	-125.431530
11452		9.539248	-0.026982	2.300591	-0.008446	0.016262	0.001744	0.359592	-0.550392	-0.283240	-0.698239	-0.072192	-76.485742	-125.446278
11453		9.557334	0.003374	2.243101	-0.016654	0.013766	0.004440	0.359569	-0.550369	-0.283201	-0.698285	-0.068700	-76.480146	-125.455160
11454		9.528967	0.013293	2.261636	-0.018928	0.016538	0.003667	0.359539	-0.550342	-0.283151	-0.698342	-0.065331	-76.473230	-125.465405
11455		9.539701	0.007741	2.284422	-0.016693	0.016447	0.004310	0.359519	-0.550309	-0.283107	-0.698395	-0.061557	-76.466097	-125.474601
11456		9.517151	0.016483	2.243435	-0.014423	0.013676	0.005087	0.359517	-0.550276	-0.283087	-0.698431	-0.056924	-76.460420	-125.480996
11457		9.496476	0.005201	2.253100	-0.012929	0.016450	0.000476	0.359493	-0.550231	-0.283067	-0.698487	-0.041888	-76.453287	-125.499556
11458		9.499500	0.021354	2.284745	-0.011172	0.016820	0.003907	0.359498	-0.550184	-0.283051	-0.698527	-0.034765	-76.446148	-125.507261
11459		9.476961	0.030285	2.243786	-0.011138	0.014141	0.004042	0.359489	-0.550149	-0.283032	-0.698567	-0.027208	-76.440335	-125.517073
11460		9.508070	0.035671	2.258156	-0.010086	0.014696	0.002353	0.359478	-0.550105	-0.283025	-0.698611	-0.013160	-76.434118	-125.532381
11461		9.507770	0.035209	2.259424	-0.007814	0.011923	0.003127	0.359472	-0.550071	-0.283023	-0.698642	-0.001546	-76.429575	-125.544408
11462		9.468415	0.050255	2.256225	-0.006116	0.008134	0.002802	0.359482	-0.550039	-0.283050	-0.698651	0.011661	-76.427251	-125.554150
11463		9.496271	0.039252	2.239967	-0.007300	0.008781	0.000472	0.359463	-0.550011	-0.283063	-0.698677	0.029859	-76.424506	-125.572647
11464		9.479125	0.045126	2.279010	-0.005157	0.007211	-0.002776	0.359449	-0.549978	-0.283104	-0.698693	0.055297	-76.422948	-125.595578
11465		9.484882	0.044139	2.220053	0.001592	0.004253	-0.000722	0.359445	-0.549948	-0.283160	-0.698697	0.081421	-76.422794	-125.616987
11466		9.467796	0.050208	2.258824	-0.003494	0.006102	-0.003235	0.359422	-0.549919	-0.283203	-0.698714	0.109791	-76.421856	-125.643408
11467		9.475369	0.028931	2.250517	-0.002310	0.005454	-0.000904	0.359407	-0.549891	-0.283244	-0.698727	0.134101	-76.421009	-125.665251
11468		9.494121	0.002733	2.263007	0.004512	-0.002866	0.001413	0.359423	-0.549879	-0.283329	-0.698694	0.156888	-76.425029	-125.679093
11469		9.482925	0.064886	2.170020	0.017307	-0.008596	0.000402	0.359447	-0.549867	-0.283460	-0.698638	0.189449	-76.432230	-125.697859
11470		9.434747	0.065580	2.194324	0.014880	-0.011460	-0.008015	0.359441	-0.549855	-0.283618	-0.698586	0.239993	-76.441247	-125.734977
11471		9.458949	0.036628	2.286479	-0.000117	-0.008319	-0.007512	0.359390	-0.549863	-0.283709	-0.698569	0.281441	-76.448261	-125.773154
11472		9.561083	0.033164	2.316042	-0.019365	-0.004718	-0.000382	0.359312	-0.549906	-0.283704	-0.698577	0.294035	-76.453597	-125.793668
11473		9.582109	0.045668	2.167558	-0.017010	0.003509	0.007773	0.359285	-0.549925	-0.283673	-0.698589	0.289354	-76.453875	-125.794350
11474		9.510546	0.108506	2.219737	-0.014069	0.003231	0.013535	0.359289	-0.549949	-0.283638	-0.698582	0.271012	-76.454705	-125.778850
11475		9.488667	0.059706	2.248441	-0.006419	-0.004809	0.006252	0.359274	-0.549975	-0.283663	-0.698559	0.276111	-76.459744	-125.783350
11476		9.505953	-0.004186	2.281086	-0.010358	-0.000926	0.005940	0.359257	-0.549994	-0.283672	-0.698549	0.278989	-76.462825	-125.787146
