// General information: 
//  MT Manager version: 2025.0.0 
//  XDA version: 2025.0.0 build 241121001 rev 1732180523 built on 2024-11-21
// Device information: 
//  DeviceId: 00B4245A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw
29154		9.455617	0.030076	2.354355	-0.047645	0.007598	-0.029178	0.400036	-0.532322	-0.311552	-0.677894	-0.837950	-76.162892	-118.252352
29155		9.437831	0.080520	2.339041	-0.055755	0.000921	-0.022992	0.399804	-0.532381	-0.311476	-0.678019	-0.796183	-76.164840	-118.323363
29156		9.475547	0.048838	2.271045	-0.048965	0.005402	-0.019361	0.399605	-0.532415	-0.311405	-0.678142	-0.756736	-76.164045	-118.388333
29157		9.449601	0.027121	2.267708	-0.040183	-0.000109	-0.020039	0.399417	-0.532449	-0.311374	-0.678240	-0.710726	-76.166241	-118.455150
29158		9.470261	-0.018712	2.248684	-0.030297	-0.007636	-0.021435	0.399241	-0.532487	-0.311398	-0.678303	-0.656099	-76.172905	-118.524737
29159		9.458588	0.037695	2.319520	-0.028419	-0.016780	-0.023510	0.399043	-0.532553	-0.311446	-0.678346	-0.596555	-76.184844	-118.599307
29160		9.460662	0.008270	2.333412	-0.043570	-0.017385	-0.023411	0.398809	-0.532647	-0.311449	-0.678408	-0.544992	-76.197072	-118.673562
29161		9.447922	0.030124	2.297081	-0.054439	-0.022245	-0.026246	0.398525	-0.532780	-0.311429	-0.678481	-0.493989	-76.212321	-118.754487
29162		9.475985	0.023118	2.314098	-0.057963	-0.022156	-0.026967	0.398233	-0.532913	-0.311402	-0.678559	-0.442211	-76.227267	-118.837446
29163		9.484584	0.096209	2.299994	-0.058849	-0.024780	-0.028400	0.397931	-0.533056	-0.311382	-0.678633	-0.388268	-76.243833	-118.923038
29164		9.501179	0.079138	2.297846	-0.058423	-0.023460	-0.027667	0.397634	-0.533194	-0.311358	-0.678710	-0.334826	-76.259493	-119.007971
29165		9.491942	0.039461	2.292035	-0.053378	-0.024238	-0.026926	0.397353	-0.533321	-0.311355	-0.678777	-0.278371	-76.275336	-119.092414
29166		9.490738	0.071764	2.274322	-0.049764	-0.025157	-0.028424	0.397073	-0.533446	-0.311366	-0.678837	-0.217882	-76.291929	-119.179483
29167		9.481553	0.032263	2.268322	-0.050318	-0.025627	-0.026903	0.396794	-0.533581	-0.311367	-0.678893	-0.163005	-76.309041	-119.261774
29168		9.467811	0.021142	2.281275	-0.055386	-0.024841	-0.027620	0.396503	-0.533717	-0.311356	-0.678962	-0.107276	-76.325411	-119.347246
29169		9.478061	0.063413	2.282736	-0.061559	-0.022042	-0.027613	0.396194	-0.533859	-0.311314	-0.679050	-0.055455	-76.340180	-119.433262
29170		9.513536	0.030032	2.246269	-0.067265	-0.023859	-0.022279	0.395890	-0.534024	-0.311246	-0.679129	-0.018820	-76.355952	-119.506078
29171		9.509426	0.058965	2.263300	-0.065525	-0.018603	-0.019375	0.395608	-0.534169	-0.311168	-0.679215	0.013699	-76.368490	-119.573540
29172		9.482259	0.067609	2.242371	-0.063874	-0.023096	-0.019301	0.395324	-0.534329	-0.311102	-0.679284	0.045463	-76.383805	-119.639337
29173		9.494208	0.078276	2.259579	-0.056438	-0.016015	-0.021721	0.395068	-0.534444	-0.311057	-0.679363	0.087302	-76.394978	-119.710358
29174		9.535517	0.050017	2.311504	-0.054484	-0.012430	-0.023287	0.394813	-0.534542	-0.311013	-0.679454	0.134039	-76.404156	-119.786017
29175		9.540343	0.022683	2.291416	-0.052530	-0.008845	-0.024852	0.394566	-0.534623	-0.310972	-0.679553	0.184343	-76.411299	-119.864022
29176		9.569010	0.049054	2.260217	-0.050680	-0.004428	-0.024183	0.394330	-0.534686	-0.310927	-0.679661	0.235460	-76.415859	-119.941941
29177		9.566348	0.047616	2.294203	-0.050249	-0.003114	-0.023452	0.394103	-0.534748	-0.310877	-0.679767	0.282164	-76.419949	-120.015086
29178		9.526367	0.013383	2.305503	-0.049818	-0.001799	-0.022720	0.393878	-0.534802	-0.310826	-0.679878	0.330348	-76.422977	-120.089477
29179		9.538730	0.058009	2.275083	-0.046425	0.001920	-0.022054	0.393673	-0.534840	-0.310775	-0.679990	0.376492	-76.424031	-120.159830
29180		9.498596	0.023694	2.287041	-0.044135	0.007646	-0.020658	0.393486	-0.534854	-0.310719	-0.680113	0.422911	-76.421627	-120.229054
29181		9.524140	0.047347	2.291722	-0.039197	0.010668	-0.019996	0.393326	-0.534848	-0.310675	-0.680230	0.468944	-76.417528	-120.294025
29182		9.523908	0.048311	2.292667	-0.036656	0.008793	-0.018492	0.393167	-0.534847	-0.310637	-0.680341	0.514436	-76.414451	-120.357890
29183		9.497920	0.026496	2.289820	-0.032258	0.011332	-0.016321	0.393031	-0.534834	-0.310599	-0.680447	0.555935	-76.410030	-120.415514
29184		9.497653	0.027212	2.290915	-0.034348	0.011548	-0.014803	0.392895	-0.534825	-0.310553	-0.680553	0.593884	-76.405374	-120.470261
29185		9.497397	0.027957	2.291969	-0.023667	0.010471	-0.014889	0.392791	-0.534797	-0.310547	-0.680637	0.636683	-76.401368	-120.523115
29186		9.511355	0.041524	2.277921	-0.023797	0.014272	-0.014938	0.392688	-0.534758	-0.310532	-0.680735	0.680858	-76.395132	-120.578048
29187		9.508247	0.039479	2.313676	-0.024009	0.015926	-0.010465	0.392607	-0.534719	-0.310503	-0.680825	0.712909	-76.388026	-120.619959
29188		9.499161	0.032574	2.261775	-0.021026	0.015360	-0.008238	0.392535	-0.534680	-0.310478	-0.680909	0.742703	-76.381200	-120.658466
29189		9.496049	0.030086	2.297521	-0.018043	0.014793	-0.006012	0.392482	-0.534644	-0.310455	-0.680979	0.766456	-76.374851	-120.688917
29190		9.509980	0.042919	2.283626	-0.011970	0.012833	-0.003797	0.392445	-0.534603	-0.310454	-0.681032	0.790966	-76.369499	-120.716649
29191		9.481207	0.017639	2.315164	-0.003807	0.010659	-0.003098	0.392432	-0.534555	-0.310482	-0.681064	0.817446	-76.365450	-120.741385
29192		9.469489	0.007869	2.297072	-0.000280	0.010576	-0.002382	0.392429	-0.534501	-0.310521	-0.681091	0.845349	-76.361397	-120.765717
29193		9.467419	0.039001	2.282664	-0.002111	0.003187	-0.000770	0.392417	-0.534481	-0.310561	-0.681096	0.866312	-76.361692	-120.784051
29194		9.496863	-0.000350	2.317101	0.002290	0.005723	0.001401	0.392425	-0.534444	-0.310608	-0.681098	0.886914	-76.360448	-120.799355
29195		9.509118	0.043198	2.287209	0.000331	0.002136	0.002963	0.392430	-0.534428	-0.310649	-0.681089	0.901040	-76.361400	-120.809179
29196		9.499484	0.001794	2.283473	0.000661	0.004271	0.005927	0.392447	-0.534407	-0.310681	-0.681081	0.910074	-76.361027	-120.813539
29197		9.522333	0.020867	2.322052	-0.001074	0.003644	0.012689	0.392483	-0.534404	-0.310688	-0.681060	0.900501	-76.361273	-120.799937
29198		9.503311	0.035229	2.356809	0.003998	0.002864	0.013401	0.392532	-0.534393	-0.310715	-0.681028	0.893851	-76.361773	-120.786191
29199		9.474455	0.009840	2.231003	0.021408	-0.000518	0.011785	0.392623	-0.534356	-0.310812	-0.680960	0.899136	-76.364288	-120.773912
29200		9.453655	0.056125	2.250213	0.037814	-0.002719	0.008669	0.392738	-0.534290	-0.310977	-0.680870	0.923244	-76.367944	-120.771879
29201		9.454703	-0.008129	2.314445	0.031055	-0.002055	-0.001757	0.392806	-0.534219	-0.311146	-0.680810	0.966132	-76.371225	-120.792667
29202		9.518711	-0.016907	2.405513	0.011250	-0.003569	0.000694	0.392821	-0.534195	-0.311243	-0.680775	0.993917	-76.375291	-120.810078
29203		9.549961	0.010241	2.341036	-0.014624	0.009088	0.017981	0.392845	-0.534207	-0.311179	-0.680781	0.964983	-76.372197	-120.784731
29204		9.482006	0.078792	2.220640	-0.017353	0.014265	0.032913	0.392922	-0.534229	-0.311058	-0.680775	0.899556	-76.366350	-120.723093
29205		9.439936	0.070995	2.217756	-0.014450	0.003960	0.032279	0.392990	-0.534279	-0.310970	-0.680737	0.837318	-76.366410	-120.662730
29206		9.436152	0.031352	2.301719	-0.007730	0.001654	0.030753	0.393065	-0.534322	-0.310912	-0.680686	0.782991	-76.367739	-120.606840
29207		9.424613	0.018523	2.282894	0.004916	0.004156	0.029108	0.393172	-0.534328	-0.310897	-0.680627	0.740116	-76.367485	-120.555395
29208		9.415916	0.008958	2.229575	0.012412	-0.002298	0.023884	0.393271	-0.534334	-0.310934	-0.680548	0.713659	-76.371010	-120.516308
29209		9.468486	-0.012054	2.301183	0.015507	-0.011286	0.016487	0.393339	-0.534353	-0.311017	-0.680455	0.706140	-76.379587	-120.495114
29210		9.496389	-0.021454	2.318943	0.023770	-0.014294	0.014956	0.393420	-0.534363	-0.311140	-0.680344	0.707610	-76.389918	-120.478067
29211		9.534964	0.044160	2.291121	0.027944	-0.014726	0.011929	0.393502	-0.534362	-0.311286	-0.680231	0.718425	-76.400401	-120.468070
29212		9.504881	0.049302	2.305146	0.026835	-0.012716	0.012663	0.393586	-0.534357	-0.311423	-0.680124	0.727020	-76.409812	-120.456549
29213		9.503312	0.079706	2.288990	0.026709	-0.008914	0.012614	0.393682	-0.534337	-0.311555	-0.680023	0.734888	-76.417008	-120.443322
29214		9.508083	0.050872	2.269131	0.030653	-0.004718	0.011772	0.393785	-0.534296	-0.311691	-0.679933	0.747540	-76.421832	-120.433724
29215		9.493890	0.037688	2.283979	0.029001	-0.003189	0.014015	0.393899	-0.534254	-0.311816	-0.679843	0.753975	-76.425647	-120.417910
29216		9.514215	0.054216	2.356079	0.024386	-0.004063	0.016319	0.394002	-0.534230	-0.311918	-0.679756	0.752222	-76.430130	-120.397188
29217		9.519820	0.058272	2.287311	0.024050	0.001397	0.020740	0.394132	-0.534197	-0.311994	-0.679672	0.737380	-76.431559	-120.362949
29218		9.518788	0.023196	2.337030	0.021400	0.004107	0.021476	0.394257	-0.534159	-0.312055	-0.679601	0.721415	-76.431396	-120.329366
29219		9.524254	0.026934	2.268837	0.023924	0.005200	0.020690	0.394393	-0.534112	-0.312126	-0.679526	0.707002	-76.430669	-120.295399
29220		9.508048	0.043682	2.269427	0.023270	0.005551	0.024440	0.394536	-0.534070	-0.312183	-0.679450	0.685035	-76.429695	-120.254540
29221		9.482142	0.019440	2.266004	0.024478	0.002712	0.021477	0.394666	-0.534031	-0.312257	-0.679371	0.671367	-76.430251	-120.221542
29222		9.506111	0.071543	2.254991	0.023916	0.005203	0.020697	0.394797	-0.533983	-0.312327	-0.679300	0.658666	-76.429447	-120.189834
29223		9.470427	0.006475	2.247789	0.019846	0.004813	0.021490	0.394918	-0.533950	-0.312378	-0.679233	0.640350	-76.428982	-120.155268
29224		9.465779	0.033207	2.267312	0.017318	0.003723	0.022279	0.395034	-0.533923	-0.312424	-0.679166	0.620156	-76.429030	-120.119740
29225		9.477225	0.041233	2.286713	0.012597	0.003687	0.026819	0.395157	-0.533911	-0.312444	-0.679095	0.586254	-76.429076	-120.072400
29226		9.484466	0.013266	2.233735	0.014125	0.005957	0.024525	0.395276	-0.533886	-0.312468	-0.679033	0.558850	-76.427850	-120.031337
29227		9.505637	0.062097	2.257267	0.012474	0.007490	0.026765	0.395401	-0.533864	-0.312477	-0.678974	0.524282	-76.425785	-119.983968
29228		9.517032	0.069885	2.276933	0.010053	0.005570	0.025318	0.395511	-0.533850	-0.312487	-0.678917	0.492686	-76.424773	-119.940991
29229		9.512844	0.031229	2.362026	-0.001294	0.020576	0.031929	0.395638	-0.533818	-0.312410	-0.678903	0.437675	-76.415233	-119.880509
29230		9.529543	0.043369	2.314355	0.005853	0.019563	0.031139	0.395779	-0.533774	-0.312362	-0.678877	0.389689	-76.406212	-119.823143
29231		9.495638	0.044236	2.209623	0.018492	0.022035	0.029503	0.395953	-0.533694	-0.312356	-0.678841	0.351986	-76.395800	-119.768869
29232		9.465421	-0.016580	2.291208	0.031486	0.010136	0.030338	0.396144	-0.533630	-0.312416	-0.678753	0.320835	-76.392159	-119.713710
29233		9.515795	-0.007132	2.349291	0.022461	0.009711	0.028170	0.396305	-0.533584	-0.312448	-0.678680	0.287516	-76.388817	-119.661880
29234		9.466601	-0.051757	2.308375	0.021465	0.010891	0.026662	0.396459	-0.533531	-0.312483	-0.678616	0.259358	-76.384718	-119.615706
29235		9.487717	-0.002733	2.332393	0.012436	0.013434	0.022193	0.396579	-0.533485	-0.312490	-0.678579	0.233657	-76.379453	-119.577555
29236		9.487418	-0.004789	2.333605	0.007271	0.012099	0.026005	0.396694	-0.533455	-0.312475	-0.678542	0.198957	-76.374651	-119.533016
29237		9.499915	0.036390	2.304139	0.008370	0.010086	0.025281	0.396809	-0.533430	-0.312469	-0.678497	0.165163	-76.371120	-119.488666
29238		9.485300	0.021502	2.320374	0.007711	0.010446	0.029033	0.396933	-0.533409	-0.312451	-0.678449	0.123623	-76.367256	-119.436827
29239		9.485056	0.018915	2.321392	0.009688	0.011056	0.029761	0.397067	-0.533389	-0.312434	-0.678395	0.078743	-76.363349	-119.380672
29240		9.489249	-0.011990	2.303464	0.009242	0.012712	0.026739	0.397191	-0.533354	-0.312422	-0.678355	0.043544	-76.358168	-119.334455
29241		9.487322	0.016519	2.289595	0.007039	0.016742	0.028194	0.397320	-0.533315	-0.312389	-0.678325	0.001868	-76.350821	-119.283247
29242		9.491454	-0.014423	2.271897	0.003190	0.011725	0.026803	0.397427	-0.533296	-0.312359	-0.678291	-0.036878	-76.346191	-119.236945
29243		9.460836	-0.010809	2.288066	0.005389	0.007696	0.025352	0.397530	-0.533283	-0.312349	-0.678245	-0.071141	-76.343897	-119.193619
29244		9.502597	-0.009328	2.292542	0.003738	0.006271	0.029891	0.397640	-0.533286	-0.312324	-0.678190	-0.116833	-76.342373	-119.139846
29245		9.502462	-0.011885	2.293092	0.002417	0.005303	0.025415	0.397728	-0.533293	-0.312302	-0.678143	-0.155173	-76.341623	-119.095148
29246		9.499450	-0.016791	2.327890	0.001865	0.004829	0.026929	0.397820	-0.533300	-0.312281	-0.678093	-0.194948	-76.340913	-119.048566
29247		9.500715	0.014117	2.278696	0.001424	0.003519	0.026204	0.397905	-0.533313	-0.312261	-0.678043	-0.233785	-76.341053	-119.003728
29248		9.505045	-0.016549	2.260023	0.004612	0.004239	0.021668	0.397986	-0.533309	-0.312264	-0.677997	-0.259585	-76.340681	-118.969909
29249		9.473091	0.018288	2.260195	0.002080	0.000193	0.024754	0.398061	-0.533332	-0.312254	-0.677940	-0.295764	-76.342786	-118.927735
29250		9.458580	0.003674	2.275761	-0.000007	0.006354	0.021668	0.398133	-0.533329	-0.312237	-0.677907	-0.324186	-76.341193	-118.893942
29251		9.516320	-0.012475	2.280161	0.006923	0.005299	0.013381	0.398198	-0.533301	-0.312271	-0.677875	-0.329231	-76.340195	-118.879544
29252		9.500287	0.004876	2.280519	0.010988	0.002710	0.014897	0.398270	-0.533279	-0.312317	-0.677829	-0.335434	-76.340709	-118.862133
29253		9.504593	-0.024632	2.261851	0.012529	0.004970	0.012599	0.398347	-0.533238	-0.312374	-0.677790	-0.334391	-76.339755	-118.850482
29254		9.485649	-0.009558	2.296557	0.013516	0.003791	0.014114	0.398425	-0.533205	-0.312429	-0.677745	-0.337283	-76.339653	-118.834988
29255		9.485591	-0.010528	2.296793	0.012634	0.001169	0.012662	0.398497	-0.533175	-0.312496	-0.677695	-0.335828	-76.340867	-118.823386
29256		9.501479	-0.029879	2.296997	0.011646	0.002348	0.011148	0.398558	-0.533146	-0.312555	-0.677654	-0.332819	-76.341601	-118.815067
29257		9.489896	-0.040878	2.278075	0.004496	0.000421	0.014230	0.398611	-0.533146	-0.312583	-0.677611	-0.343808	-76.343560	-118.796548
29258		9.485501	-0.013739	2.297145	0.002406	0.000654	0.015742	0.398661	-0.533148	-0.312602	-0.677571	-0.356955	-76.345248	-118.777051
29259		9.525963	-0.044299	2.350682	0.007688	0.001136	0.009693	0.398710	-0.533125	-0.312659	-0.677534	-0.351964	-76.346551	-118.772039
